Project Name,Package Name,Type Name,Method Name,Code Smell
Plants-Vs-Zombies,sample,ConeZombie,ConeZombie,Magic Number
Plants-Vs-Zombies,sample,ConeZombie,ConeZombie,Magic Number
Plants-Vs-Zombies,sample,ConeZombie,ConeZombie,Magic Number
Plants-Vs-Zombies,sample,ConeZombie,eatPlant,Complex Method
Plants-Vs-Zombies,sample,ConeZombie,eatPlant,Magic Number
Plants-Vs-Zombies,sample,ConeZombie,eatPlant,Magic Number
Plants-Vs-Zombies,sample,ConeZombie,eatPlant,Magic Number
Plants-Vs-Zombies,sample,Repeater,Repeater,Magic Number
Plants-Vs-Zombies,sample,Repeater,Repeater,Magic Number
Plants-Vs-Zombies,sample,Repeater,Repeater,Magic Number
Plants-Vs-Zombies,sample,Repeater,attack,Magic Number
Plants-Vs-Zombies,sample,Repeater,attack,Magic Number
Plants-Vs-Zombies,sample,Repeater,attack,Magic Number
Plants-Vs-Zombies,sample,Repeater,attack,Magic Number
Plants-Vs-Zombies,sample,Repeater,attack,Magic Number
Plants-Vs-Zombies,sample,Repeater,attack,Magic Number
Plants-Vs-Zombies,sample,Repeater,handle,Magic Number
Plants-Vs-Zombies,sample,Repeater,handle,Magic Number
Plants-Vs-Zombies,sample,Repeater,handle,Magic Number
Plants-Vs-Zombies,sample,Repeater,handle,Magic Number
Plants-Vs-Zombies,sample,Repeater,handle,Magic Number
Plants-Vs-Zombies,sample,Zombie,Zombie,Long Parameter List
Plants-Vs-Zombies,sample,Zombie,setHp,Long Statement
Plants-Vs-Zombies,sample,Zombie,setHp,Magic Number
Plants-Vs-Zombies,sample,Zombie,setHp,Magic Number
Plants-Vs-Zombies,sample,Zombie,setHp,Magic Number
Plants-Vs-Zombies,sample,Zombie,setHp,Magic Number
Plants-Vs-Zombies,sample,Zombie,setHp,Magic Number
Plants-Vs-Zombies,sample,Zombie,roastZombie,Long Statement
Plants-Vs-Zombies,sample,Zombie,roastZombie,Magic Number
Plants-Vs-Zombies,sample,Zombie,roastZombie,Magic Number
Plants-Vs-Zombies,sample,Zombie,roastZombie,Magic Number
Plants-Vs-Zombies,sample,Zombie,checkReachedHouse,Magic Number
Plants-Vs-Zombies,sample,Zombie,moveZombie,Magic Number
Plants-Vs-Zombies,sample,Zombie,zombieWalk,Empty catch clause
Plants-Vs-Zombies,sample,Zombie,zombieWalk,Magic Number
Plants-Vs-Zombies,sample,Zombie,eatPlant,Complex Method
Plants-Vs-Zombies,sample,Zombie,eatPlant,Magic Number
Plants-Vs-Zombies,sample,Zombie,eatPlant,Magic Number
Plants-Vs-Zombies,sample,Zombie,eatPlant,Magic Number
Plants-Vs-Zombies,sample,Jalapeno,Jalapeno,Magic Number
Plants-Vs-Zombies,sample,Jalapeno,Jalapeno,Magic Number
Plants-Vs-Zombies,sample,Jalapeno,Jalapeno,Magic Number
Plants-Vs-Zombies,sample,Jalapeno,Jalapeno,Magic Number
Plants-Vs-Zombies,sample,Jalapeno,makeImage,Long Statement
Plants-Vs-Zombies,sample,Jalapeno,makeImage,Magic Number
Plants-Vs-Zombies,sample,Jalapeno,makeImage,Magic Number
Plants-Vs-Zombies,sample,Jalapeno,makeImage,Magic Number
Plants-Vs-Zombies,sample,Jalapeno,attack,Complex Method
Plants-Vs-Zombies,sample,Jalapeno,attack,Empty catch clause
Plants-Vs-Zombies,sample,Jalapeno,attack,Magic Number
Plants-Vs-Zombies,sample,Jalapeno,attack,Magic Number
Plants-Vs-Zombies,sample,Jalapeno,removefire,Magic Number
Plants-Vs-Zombies,sample,Jalapeno,removefire,Magic Number
Plants-Vs-Zombies,sample,GameMenuController,initData,Long Parameter List
Plants-Vs-Zombies,sample,GameMenuController,saveGame,Long Statement
Plants-Vs-Zombies,sample,Pea,Pea,Magic Number
Plants-Vs-Zombies,sample,Pea,Pea,Magic Number
Plants-Vs-Zombies,sample,Pea,movePea,Magic Number
Plants-Vs-Zombies,sample,Pea,shootPea,Magic Number
Plants-Vs-Zombies,sample,Pea,shootPea,Magic Number
Plants-Vs-Zombies,sample,Pea,checkZombieCollision,Magic Number
Plants-Vs-Zombies,sample,CherryBomb,CherryBomb,Magic Number
Plants-Vs-Zombies,sample,CherryBomb,CherryBomb,Magic Number
Plants-Vs-Zombies,sample,CherryBomb,CherryBomb,Magic Number
Plants-Vs-Zombies,sample,CherryBomb,makeImage,Magic Number
Plants-Vs-Zombies,sample,CherryBomb,makeImage,Magic Number
Plants-Vs-Zombies,sample,CherryBomb,makeImage,Magic Number
Plants-Vs-Zombies,sample,CherryBomb,makeImage,Magic Number
Plants-Vs-Zombies,sample,CherryBomb,attack,Complex Method
Plants-Vs-Zombies,sample,CherryBomb,attack,Magic Number
Plants-Vs-Zombies,sample,CherryBomb,attack,Magic Number
Plants-Vs-Zombies,sample,CherryBomb,attack,Magic Number
Plants-Vs-Zombies,sample,CherryBomb,attack,Magic Number
Plants-Vs-Zombies,sample,CherryBomb,attack,Magic Number
Plants-Vs-Zombies,sample,CherryBomb,removepowie,Magic Number
Plants-Vs-Zombies,sample,GameElements,GameElements,Long Parameter List
Plants-Vs-Zombies,sample,DataTable,DataTable,Magic Number
Plants-Vs-Zombies,sample,DataTable,DataTable,Magic Number
Plants-Vs-Zombies,sample,DataTable,DataTable,Magic Number
Plants-Vs-Zombies,sample,DataTable,DataTable,Magic Number
Plants-Vs-Zombies,sample,DataTable,DataTable,Magic Number
Plants-Vs-Zombies,sample,DataTable,DataTable,Magic Number
Plants-Vs-Zombies,sample,DataTable,DataTable,Magic Number
Plants-Vs-Zombies,sample,DataTable,DataTable,Magic Number
Plants-Vs-Zombies,sample,DataTable,DataTable,Magic Number
Plants-Vs-Zombies,sample,DataTable,DataTable,Magic Number
Plants-Vs-Zombies,sample,DataTable,DataTable,Magic Number
Plants-Vs-Zombies,sample,DataTable,DataTable,Magic Number
Plants-Vs-Zombies,sample,DataTable,DataTable,Magic Number
Plants-Vs-Zombies,sample,DataTable,DataTable,Magic Number
Plants-Vs-Zombies,sample,DataTable,update,Long Parameter List
Plants-Vs-Zombies,sample,DataTable,saveGame,Empty catch clause
Plants-Vs-Zombies,sample,Plant,Plant,Long Parameter List
Plants-Vs-Zombies,sample,Almanac,glowImage,Magic Number
Plants-Vs-Zombies,sample,SidebarElement,SidebarElement,Long Parameter List
Plants-Vs-Zombies,sample,SidebarElement,getSideBarElements,Complex Method
Plants-Vs-Zombies,sample,SidebarElement,getSideBarElements,Long Method
Plants-Vs-Zombies,sample,SidebarElement,getSideBarElements,Magic Number
Plants-Vs-Zombies,sample,SidebarElement,getSideBarElements,Magic Number
Plants-Vs-Zombies,sample,SidebarElement,getSideBarElements,Magic Number
Plants-Vs-Zombies,sample,SidebarElement,getSideBarElements,Magic Number
Plants-Vs-Zombies,sample,SidebarElement,getSideBarElements,Magic Number
Plants-Vs-Zombies,sample,SidebarElement,getSideBarElements,Magic Number
Plants-Vs-Zombies,sample,SidebarElement,getSideBarElements,Magic Number
Plants-Vs-Zombies,sample,SidebarElement,getSideBarElements,Magic Number
Plants-Vs-Zombies,sample,SidebarElement,getSideBarElements,Magic Number
Plants-Vs-Zombies,sample,SidebarElement,getSideBarElements,Magic Number
Plants-Vs-Zombies,sample,SidebarElement,getSideBarElements,Magic Number
Plants-Vs-Zombies,sample,SidebarElement,getSideBarElements,Magic Number
Plants-Vs-Zombies,sample,SidebarElement,getSideBarElements,Magic Number
Plants-Vs-Zombies,sample,SidebarElement,getSideBarElements,Magic Number
Plants-Vs-Zombies,sample,SidebarElement,getSideBarElements,Magic Number
Plants-Vs-Zombies,sample,SidebarElement,getSideBarElements,Magic Number
Plants-Vs-Zombies,sample,SidebarElement,getSideBarElements,Magic Number
Plants-Vs-Zombies,sample,SidebarElement,getSideBarElements,Magic Number
Plants-Vs-Zombies,sample,SidebarElement,getSideBarElements,Magic Number
Plants-Vs-Zombies,sample,SidebarElement,getSideBarElements,Magic Number
Plants-Vs-Zombies,sample,SidebarElement,getSideBarElements,Magic Number
Plants-Vs-Zombies,sample,SidebarElement,getSideBarElements,Magic Number
Plants-Vs-Zombies,sample,SidebarElement,getSideBarElements,Magic Number
Plants-Vs-Zombies,sample,SidebarElement,getSideBarElements,Magic Number
Plants-Vs-Zombies,sample,SidebarElement,getSideBarElements,Magic Number
Plants-Vs-Zombies,sample,SidebarElement,getSideBarElements,Magic Number
Plants-Vs-Zombies,sample,SidebarElement,getSideBarElements,Magic Number
Plants-Vs-Zombies,sample,SidebarElement,getSideBarElements,Magic Number
Plants-Vs-Zombies,sample,SidebarElement,getSideBarElements,Magic Number
Plants-Vs-Zombies,sample,SidebarElement,getSideBarElements,Magic Number
Plants-Vs-Zombies,sample,SidebarElement,getSideBarElements,Magic Number
Plants-Vs-Zombies,sample,SidebarElement,getSideBarElements,Magic Number
Plants-Vs-Zombies,sample,SidebarElement,getSideBarElements,Magic Number
Plants-Vs-Zombies,sample,SidebarElement,getSideBarElements,Magic Number
Plants-Vs-Zombies,sample,SidebarElement,getSideBarElements,Magic Number
Plants-Vs-Zombies,sample,SidebarElement,getSideBarElements,Magic Number
Plants-Vs-Zombies,sample,SidebarElement,getSideBarElements,Magic Number
Plants-Vs-Zombies,sample,SidebarElement,getSideBarElements,Magic Number
Plants-Vs-Zombies,sample,SidebarElement,getSideBarElements,Magic Number
Plants-Vs-Zombies,sample,SidebarElement,getSideBarElements,Magic Number
Plants-Vs-Zombies,sample,SidebarElement,getSideBarElements,Magic Number
Plants-Vs-Zombies,sample,SidebarElement,getSideBarElements,Magic Number
Plants-Vs-Zombies,sample,SidebarElement,getSideBarElements,Magic Number
Plants-Vs-Zombies,sample,SidebarElement,getSideBarElements,Magic Number
Plants-Vs-Zombies,sample,SidebarElement,setCardSelected,Magic Number
Plants-Vs-Zombies,sample,SidebarElement,setCardSelected,Magic Number
Plants-Vs-Zombies,sample,SidebarElement,setDisabledOn,Magic Number
Plants-Vs-Zombies,sample,SidebarElement,setDisabledOn,Magic Number
Plants-Vs-Zombies,sample,SidebarElement,setDisabledOn,Magic Number
Plants-Vs-Zombies,sample,BucketZombie,BucketZombie,Magic Number
Plants-Vs-Zombies,sample,BucketZombie,BucketZombie,Magic Number
Plants-Vs-Zombies,sample,BucketZombie,BucketZombie,Magic Number
Plants-Vs-Zombies,sample,BucketZombie,BucketZombie,Magic Number
Plants-Vs-Zombies,sample,NormalZombie,NormalZombie,Magic Number
Plants-Vs-Zombies,sample,NormalZombie,NormalZombie,Magic Number
Plants-Vs-Zombies,sample,NormalZombie,NormalZombie,Magic Number
Plants-Vs-Zombies,sample,Sun,Sun,Magic Number
Plants-Vs-Zombies,sample,Sun,Sun,Magic Number
Plants-Vs-Zombies,sample,Sun,Sun,Magic Number
Plants-Vs-Zombies,sample,Sun,Sun,Magic Number
Plants-Vs-Zombies,sample,Sun,makeImage,Magic Number
Plants-Vs-Zombies,sample,Sun,moveSun,Magic Number
Plants-Vs-Zombies,sample,Sun,dropSun,Magic Number
Plants-Vs-Zombies,sample,Sun,dropSun,Magic Number
Plants-Vs-Zombies,sample,MainPageController,exitGame,Empty catch clause
Plants-Vs-Zombies,sample,MainPageController,initialize,Magic Number
Plants-Vs-Zombies,sample,Main,start,Magic Number
Plants-Vs-Zombies,sample,Main,start,Magic Number
Plants-Vs-Zombies,sample,Main,addMusic,Magic Number
Plants-Vs-Zombies,sample,LawnMower,LawnMower,Magic Number
Plants-Vs-Zombies,sample,LawnMower,LawnMower,Magic Number
Plants-Vs-Zombies,sample,LawnMower,checkZombie,Magic Number
Plants-Vs-Zombies,sample,LawnMower,checkZombie,Magic Number
Plants-Vs-Zombies,sample,LawnMower,handle,Magic Number
Plants-Vs-Zombies,sample,LawnMower,activate,Magic Number
Plants-Vs-Zombies,sample,LawnMower,activate,Magic Number
Plants-Vs-Zombies,sample,LawnMower,activate,Magic Number
Plants-Vs-Zombies,sample,LawnMower,activate,Magic Number
Plants-Vs-Zombies,sample,LawnMower,activate,Magic Number
Plants-Vs-Zombies,sample,LawnMower,moveMower,Magic Number
Plants-Vs-Zombies,sample,LevelMenuController,initialize,Magic Number
Plants-Vs-Zombies,sample,LevelMenuController,initialize,Magic Number
Plants-Vs-Zombies,sample,LevelMenuController,initialize,Magic Number
Plants-Vs-Zombies,sample,LevelMenuController,initialize,Magic Number
Plants-Vs-Zombies,sample,LevelMenuController,glowImage,Magic Number
Plants-Vs-Zombies,sample,LevelMenuController,launchLevel2,Magic Number
Plants-Vs-Zombies,sample,LevelMenuController,launchLevel2,Magic Number
Plants-Vs-Zombies,sample,LevelMenuController,launchLevel3,Magic Number
Plants-Vs-Zombies,sample,LevelMenuController,launchLevel3,Magic Number
Plants-Vs-Zombies,sample,LevelMenuController,launchLevel4,Magic Number
Plants-Vs-Zombies,sample,LevelMenuController,launchLevel4,Magic Number
Plants-Vs-Zombies,sample,LevelMenuController,launchLevel5,Magic Number
Plants-Vs-Zombies,sample,LevelMenuController,launchLevel5,Magic Number
Plants-Vs-Zombies,sample,PeaShooter,PeaShooter,Magic Number
Plants-Vs-Zombies,sample,PeaShooter,PeaShooter,Magic Number
Plants-Vs-Zombies,sample,PeaShooter,PeaShooter,Magic Number
Plants-Vs-Zombies,sample,Shooter,Shooter,Long Parameter List
Plants-Vs-Zombies,sample,Shooter,attack,Magic Number
Plants-Vs-Zombies,sample,Shooter,attack,Magic Number
Plants-Vs-Zombies,sample,Shooter,attack,Magic Number
Plants-Vs-Zombies,sample,Shooter,attack,Magic Number
Plants-Vs-Zombies,sample,Shooter,handle,Magic Number
Plants-Vs-Zombies,sample,Shooter,handle,Magic Number
Plants-Vs-Zombies,sample,Shooter,handle,Magic Number
Plants-Vs-Zombies,sample,Level,Level,Complex Method
Plants-Vs-Zombies,sample,Level,Level,Magic Number
Plants-Vs-Zombies,sample,Level,Level,Magic Number
Plants-Vs-Zombies,sample,Level,Level,Magic Number
Plants-Vs-Zombies,sample,Level,Level,Magic Number
Plants-Vs-Zombies,sample,Level,Level,Magic Number
Plants-Vs-Zombies,sample,Level,Level,Magic Number
Plants-Vs-Zombies,sample,Level,Level,Magic Number
Plants-Vs-Zombies,sample,Level,Level,Magic Number
Plants-Vs-Zombies,sample,Level,Level,Magic Number
Plants-Vs-Zombies,sample,Level,Level,Magic Number
Plants-Vs-Zombies,sample,Level,Level,Magic Number
Plants-Vs-Zombies,sample,Level,Level,Magic Number
Plants-Vs-Zombies,sample,Level,Level,Magic Number
Plants-Vs-Zombies,sample,Level,Level,Magic Number
Plants-Vs-Zombies,sample,Level,Level,Magic Number
Plants-Vs-Zombies,sample,Level,Level,Magic Number
Plants-Vs-Zombies,sample,Level,Level,Magic Number
Plants-Vs-Zombies,sample,Level,Level,Magic Number
Plants-Vs-Zombies,sample,Level,Level,Magic Number
Plants-Vs-Zombies,sample,Level,Level,Magic Number
Plants-Vs-Zombies,sample,Level,Level,Magic Number
Plants-Vs-Zombies,sample,Level,Level,Magic Number
Plants-Vs-Zombies,sample,Level,Level,Magic Number
Plants-Vs-Zombies,sample,Level,spawnNormalZombie,Magic Number
Plants-Vs-Zombies,sample,Level,spawnConeZombie,Magic Number
Plants-Vs-Zombies,sample,Level,spawnBucketZombie,Magic Number
Plants-Vs-Zombies,sample,Sunflower,Sunflower,Magic Number
Plants-Vs-Zombies,sample,Sunflower,Sunflower,Magic Number
Plants-Vs-Zombies,sample,Sunflower,Sunflower,Magic Number
Plants-Vs-Zombies,sample,Sunflower,produceSun,Magic Number
Plants-Vs-Zombies,sample,Sunflower,produceSun,Magic Number
Plants-Vs-Zombies,sample,Sunflower,produceSun,Magic Number
Plants-Vs-Zombies,sample,Sunflower,produceSun,Magic Number
Plants-Vs-Zombies,sample,Sunflower,produceSun,Magic Number
Plants-Vs-Zombies,sample,Sunflower,handle,Magic Number
Plants-Vs-Zombies,sample,Sunflower,handle,Magic Number
Plants-Vs-Zombies,sample,Sunflower,handle,Magic Number
Plants-Vs-Zombies,sample,GamePlayController,initialize,Magic Number
Plants-Vs-Zombies,sample,GamePlayController,initData,Magic Number
Plants-Vs-Zombies,sample,GamePlayController,initData,Magic Number
Plants-Vs-Zombies,sample,GamePlayController,initData,Magic Number
Plants-Vs-Zombies,sample,GamePlayController,initData,Magic Number
Plants-Vs-Zombies,sample,GamePlayController,initData,Magic Number
Plants-Vs-Zombies,sample,GamePlayController,initData,Magic Number
Plants-Vs-Zombies,sample,GamePlayController,gameProgress,Complex Conditional
Plants-Vs-Zombies,sample,GamePlayController,handle,Complex Conditional
Plants-Vs-Zombies,sample,GamePlayController,loadGameMenu,Long Statement
Plants-Vs-Zombies,sample,GamePlayController,fallingSuns,Magic Number
Plants-Vs-Zombies,sample,GamePlayController,fallingSuns,Magic Number
Plants-Vs-Zombies,sample,GamePlayController,fallingSuns,Magic Number
Plants-Vs-Zombies,sample,GamePlayController,handle,Magic Number
Plants-Vs-Zombies,sample,GamePlayController,handle,Magic Number
Plants-Vs-Zombies,sample,GamePlayController,zombieSpawner1,Complex Method
Plants-Vs-Zombies,sample,GamePlayController,zombieSpawner1,Magic Number
Plants-Vs-Zombies,sample,GamePlayController,zombieSpawner1,Magic Number
Plants-Vs-Zombies,sample,GamePlayController,zombieSpawner1,Magic Number
Plants-Vs-Zombies,sample,GamePlayController,zombieSpawner1,Magic Number
Plants-Vs-Zombies,sample,GamePlayController,zombieSpawner2,Complex Method
Plants-Vs-Zombies,sample,GamePlayController,zombieSpawner2,Magic Number
Plants-Vs-Zombies,sample,GamePlayController,zombieSpawner2,Magic Number
Plants-Vs-Zombies,sample,GamePlayController,zombieSpawner2,Magic Number
Plants-Vs-Zombies,sample,GamePlayController,zombieSpawner2,Magic Number
Plants-Vs-Zombies,sample,GamePlayController,getGridPosition,Complex Method
Plants-Vs-Zombies,sample,GamePlayController,getGridPosition,Long Statement
Plants-Vs-Zombies,sample,GamePlayController,placePlant,Long Parameter List
Plants-Vs-Zombies,sample,GamePlayController,placePlant,Magic Number
Plants-Vs-Zombies,sample,GamePlayController,placePlant,Magic Number
Plants-Vs-Zombies,sample,GamePlayController,placePlant,Magic Number
Plants-Vs-Zombies,sample,GamePlayController,placePlant,Magic Number
Plants-Vs-Zombies,sample,GamePlayController,placePlant,Magic Number
Plants-Vs-Zombies,sample,GamePlayController,placePlant,Missing default
Plants-Vs-Zombies,sample,Wallnut,Wallnut,Magic Number
Plants-Vs-Zombies,sample,Wallnut,Wallnut,Magic Number
Plants-Vs-Zombies,sample,Wallnut,Wallnut,Magic Number
Plants-Vs-Zombies,sample,Shovel,Shovel,Magic Number
Plants-Vs-Zombies,sample,Shovel,Shovel,Magic Number
Plants-Vs-Zombies,sample,Shovel,Shovel,Magic Number
Plants-Vs-Zombies,sample,Shovel,Shovel,Magic Number
Plants-Vs-Zombies,sample,Shovel,enable,Magic Number
Plants-Vs-Zombies,sample,EndGameController,initData,Magic Number
Plants-Vs-Zombies,sample,EndGameController,initData,Magic Number
Plants-Vs-Zombies,sample,EndGameController,initData,Magic Number
Plants-Vs-Zombies,sample,EndGameController,initData,Magic Number
Plants-Vs-Zombies,javafx.scene.media,MediaView,createVideoFrameRateListener,Empty catch clause
Plants-Vs-Zombies,javafx.scene.media,MediaView,createVideoFrameRateListener,Long Identifier
Plants-Vs-Zombies,javafx.scene.media,MediaView,updateOverlayTransform,Long Statement
Plants-Vs-Zombies,javafx.scene.media,MediaView,mediaPlayerProperty,Complex Method
Plants-Vs-Zombies,javafx.scene.media,MediaView,mediaPlayerProperty,Long Identifier
Plants-Vs-Zombies,javafx.scene.media,MediaView,invalidated,Complex Method
Plants-Vs-Zombies,javafx.scene.media,MediaView,invalidated,Long Identifier
Plants-Vs-Zombies,javafx.scene.media,MediaView,doComputeGeomBounds,Complex Method
Plants-Vs-Zombies,javafx.scene.media,MediaView,updateViewport,Long Statement
Plants-Vs-Zombies,javafx.scene.media,MediaView,_mediaPlayerOnReady,Long Identifier
Plants-Vs-Zombies,javafx.scene.media,MediaException,errorCodeToType,Complex Conditional
Plants-Vs-Zombies,javafx.scene.media,MediaException,errorCodeToType,Long Statement
Plants-Vs-Zombies,javafx.scene.media,MediaException,errorCodeToType,Long Statement
Plants-Vs-Zombies,javafx.scene.media,MediaException,errorCodeToType,Long Statement
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,init,Magic Number
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,calculateStartStopTimes,Complex Conditional
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,calculateStartStopTimes,Complex Conditional
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,calculateStartStopTimes,Magic Number
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,calculateStartStopTimes,Magic Number
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,calculateStartStopTimes,Magic Number
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,calculateCycleDuration,Complex Conditional
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,getCurrentTime,Complex Method
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,seek,Complex Conditional
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,seek,Complex Conditional
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,seek,Complex Conditional
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,seek,Complex Method
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,seek,Long Statement
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,seek,Magic Number
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,seek,Magic Number
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,statusPropertyImpl,Complex Method
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,invalidated,Complex Method
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,handleError,Complex Conditional
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,handleError,Long Statement
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,updateTime,Complex Conditional
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,updateTime,Magic Number
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,handleRequestedChanges,Complex Method
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,handleRequestedChanges,Long Identifier
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,handleRequestedChanges,Long Statement
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,handleRequestedChanges,Long Statement
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,preReady,Magic Number
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,audioSpectrumNumBandsProperty,Long Identifier
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,audioSpectrumNumBandsProperty,Long Statement
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,invalidated,Long Identifier
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,invalidated,Long Statement
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,audioSpectrumIntervalProperty,Long Identifier
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,audioSpectrumIntervalProperty,Long Statement
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,invalidated,Long Identifier
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,invalidated,Long Statement
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,audioSpectrumThresholdProperty,Long Identifier
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,audioSpectrumThresholdProperty,Long Statement
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,invalidated,Long Identifier
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,invalidated,Long Statement
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,audioSpectrumListenerProperty,Long Identifier
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,invalidated,Long Identifier
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,onChanged,Magic Number
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,onMarker,Magic Number
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,handleDurationChanged,Magic Number
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,onBufferProgress,Magic Number
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,onAudioSpectrumEvent,Long Statement
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,videoFrameUpdated,Complex Conditional
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,videoFrameUpdated,Magic Number
Plants-Vs-Zombies,javafx.scene.media,MarkerMapChangeListener,onChanged,Magic Number
Plants-Vs-Zombies,javafx.scene.media,_MarkerListener,onMarker,Magic Number
Plants-Vs-Zombies,javafx.scene.media,_PlayerTimeListener,handleDurationChanged,Magic Number
Plants-Vs-Zombies,javafx.scene.media,_BufferListener,onBufferProgress,Magic Number
Plants-Vs-Zombies,javafx.scene.media,_SpectrumListener,onAudioSpectrumEvent,Long Statement
Plants-Vs-Zombies,javafx.scene.media,RendererListener,videoFrameUpdated,Complex Conditional
Plants-Vs-Zombies,javafx.scene.media,RendererListener,videoFrameUpdated,Magic Number
Plants-Vs-Zombies,javafx.scene.media,MediaTimerTask,start,Magic Number
Plants-Vs-Zombies,javafx.scene.media,Media,_updateMedia,Complex Method
Plants-Vs-Zombies,javafx.scene.media,AudioEqualizer,AudioEqualizer,Long Statement
Plants-Vs-Zombies,javafx.scene.media,AudioEqualizer,AudioEqualizer,Magic Number
Plants-Vs-Zombies,javafx.scene.media,AudioEqualizer,AudioEqualizer,Magic Number
Plants-Vs-Zombies,javafx.scene.media,AudioEqualizer,AudioEqualizer,Magic Number
Plants-Vs-Zombies,javafx.scene.media,AudioEqualizer,AudioEqualizer,Magic Number
Plants-Vs-Zombies,javafx.scene.media,AudioEqualizer,AudioEqualizer,Magic Number
Plants-Vs-Zombies,javafx.scene.media,AudioEqualizer,AudioEqualizer,Magic Number
Plants-Vs-Zombies,javafx.scene.media,AudioEqualizer,AudioEqualizer,Magic Number
Plants-Vs-Zombies,javafx.scene.media,AudioEqualizer,AudioEqualizer,Magic Number
Plants-Vs-Zombies,javafx.scene.media,AudioEqualizer,AudioEqualizer,Magic Number
Plants-Vs-Zombies,javafx.scene.media,AudioEqualizer,AudioEqualizer,Magic Number
Plants-Vs-Zombies,javafx.scene.media,AudioEqualizer,AudioEqualizer,Magic Number
Plants-Vs-Zombies,javafx.scene.media,AudioEqualizer,AudioEqualizer,Magic Number
Plants-Vs-Zombies,javafx.scene.media,AudioEqualizer,AudioEqualizer,Magic Number
Plants-Vs-Zombies,javafx.scene.media,AudioEqualizer,AudioEqualizer,Magic Number
Plants-Vs-Zombies,javafx.scene.media,AudioEqualizer,AudioEqualizer,Magic Number
Plants-Vs-Zombies,javafx.scene.media,AudioEqualizer,AudioEqualizer,Magic Number
Plants-Vs-Zombies,javafx.scene.media,AudioEqualizer,AudioEqualizer,Magic Number
Plants-Vs-Zombies,javafx.scene.media,AudioEqualizer,AudioEqualizer,Magic Number
Plants-Vs-Zombies,javafx.scene.media,AudioEqualizer,AudioEqualizer,Magic Number
Plants-Vs-Zombies,javafx.scene.media,AudioEqualizer,AudioEqualizer,Magic Number
Plants-Vs-Zombies,javafx.scene.media,AudioEqualizer,setAudioEqualizer,Long Statement
Plants-Vs-Zombies,javafx.scene.media,AudioEqualizer,setAudioEqualizer,Long Statement
Plants-Vs-Zombies,javafx.scene.media,AudioEqualizer,onProposedChange,Long Statement
Plants-Vs-Zombies,javafx.scene.media,AudioEqualizer,onProposedChange,Long Statement
Plants-Vs-Zombies,javafx.scene.media,AudioEqualizer,onProposedChange,Magic Number
Plants-Vs-Zombies,javafx.scene.media,Bands,onProposedChange,Long Statement
Plants-Vs-Zombies,javafx.scene.media,Bands,onProposedChange,Long Statement
Plants-Vs-Zombies,javafx.scene.media,Bands,onProposedChange,Magic Number
