Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT
Plants-Vs-Zombies,sample,ConeZombie,0,0,2,2,63,12,0,2,-1.0,1,2
Plants-Vs-Zombies,sample,Repeater,0,0,3,3,35,7,0,3,-1.0,0,5
Plants-Vs-Zombies,sample,Zombie,10,0,12,12,171,29,3,1,0.16666666666666666,1,6
Plants-Vs-Zombies,sample,Jalapeno,2,0,4,4,79,14,0,2,0.0,0,4
Plants-Vs-Zombies,sample,GameMenuController,15,1,4,1,57,4,0,0,0.0,1,10
Plants-Vs-Zombies,sample,Pea,6,0,4,4,56,9,0,1,0.0,0,3
Plants-Vs-Zombies,sample,CherryBomb,2,0,4,4,77,12,0,2,0.5,0,4
Plants-Vs-Zombies,sample,GameElements,6,0,6,6,37,6,7,0,0.0,0,3
Plants-Vs-Zombies,sample,DataTable,18,5,14,14,91,14,0,0,0.21428571428571427,5,3
Plants-Vs-Zombies,sample,Database,4,0,7,7,28,9,0,0,0.0,3,2
Plants-Vs-Zombies,sample,Plant,4,0,6,6,34,7,5,1,0.5,1,5
Plants-Vs-Zombies,sample,Almanac,2,0,12,0,47,12,0,0,0.3333333333333333,0,6
Plants-Vs-Zombies,sample,SidebarElement,6,0,8,7,164,21,0,1,0.25,3,4
Plants-Vs-Zombies,sample,BucketZombie,0,0,1,1,6,1,0,2,-1.0,1,0
Plants-Vs-Zombies,sample,NormalZombie,0,0,1,1,6,1,0,2,-1.0,1,0
Plants-Vs-Zombies,sample,MowerIterator,0,0,0,0,2,0,0,0,-1.0,0,0
Plants-Vs-Zombies,sample,Sun,3,0,5,5,45,7,0,1,0.8,2,4
Plants-Vs-Zombies,sample,Controller,0,0,0,0,2,0,0,0,-1.0,0,0
Plants-Vs-Zombies,sample,LoadGameController,5,0,4,1,30,5,0,0,0.0,0,10
Plants-Vs-Zombies,sample,MainPageController,7,0,6,1,39,6,0,0,0.5,0,7
Plants-Vs-Zombies,sample,PlantIterator,0,0,0,0,2,0,0,0,-1.0,0,0
Plants-Vs-Zombies,sample,Main,2,1,6,6,53,6,0,0,0.3333333333333333,6,9
Plants-Vs-Zombies,sample,LawnMower,3,0,5,5,58,14,0,1,0.6,1,6
Plants-Vs-Zombies,sample,LevelMenuController,15,3,11,2,131,18,0,0,0.36363636363636365,3,8
Plants-Vs-Zombies,sample,PeaShooter,0,0,1,1,6,1,0,3,-1.0,0,0
Plants-Vs-Zombies,sample,ZombieIterator,0,0,0,0,2,0,0,0,-1.0,0,0
Plants-Vs-Zombies,sample,Shooter,2,0,6,6,44,11,2,2,0.5,0,5
Plants-Vs-Zombies,sample,Level,9,0,7,7,93,17,0,0,0.5714285714285714,2,5
Plants-Vs-Zombies,sample,Sunflower,1,0,8,8,54,11,0,2,0.375,0,7
Plants-Vs-Zombies,sample,GamePlayController,38,18,23,21,392,64,0,0,0.0,18,28
Plants-Vs-Zombies,sample,Wallnut,0,0,2,2,14,3,0,2,-1.0,0,1
Plants-Vs-Zombies,sample,Shovel,2,0,6,5,38,8,0,1,0.3333333333333333,3,4
Plants-Vs-Zombies,sample,EndGameController,10,0,4,2,64,10,0,0,0.5,1,8
Plants-Vs-Zombies,sample.view,viewManager,5,0,2,2,16,2,0,0,0.0,0,3
Plants-Vs-Zombies,javafx.scene.media,AudioSpectrumListener,0,0,1,1,15,1,0,0,-1.0,1,0
Plants-Vs-Zombies,javafx.scene.media,EqualizerBand,7,2,21,17,157,30,0,0,0.38095238095238093,0,2
Plants-Vs-Zombies,javafx.scene.media,MediaView,22,0,91,55,739,159,0,0,0.2967032967032967,3,22
Plants-Vs-Zombies,javafx.scene.media,MediaErrorInvalidationListener,0,0,1,1,9,1,0,0,-1.0,0,2
Plants-Vs-Zombies,javafx.scene.media,MediaViewFrameTracker,0,0,2,2,8,2,0,0,-1.0,0,0
Plants-Vs-Zombies,javafx.scene.media,Track,5,0,6,5,80,11,3,0,0.0,1,0
Plants-Vs-Zombies,javafx.scene.media,VideoTrack,2,0,3,2,39,5,0,1,0.0,0,0
Plants-Vs-Zombies,javafx.scene.media,MediaException,1,0,9,2,129,20,0,0,0.3333333333333333,9,2
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,81,1,190,138,1925,404,0,0,0.18421052631578946,9,39
Plants-Vs-Zombies,javafx.scene.media,InitMediaPlayer,0,0,1,1,21,2,0,0,-1.0,1,1
Plants-Vs-Zombies,javafx.scene.media,MarkerMapChangeListener,0,0,1,1,25,7,0,0,-1.0,0,2
Plants-Vs-Zombies,javafx.scene.media,_MarkerListener,0,0,1,1,14,2,0,0,-1.0,0,3
Plants-Vs-Zombies,javafx.scene.media,_PlayerStateListener,0,0,8,7,86,14,0,0,-1.0,0,3
Plants-Vs-Zombies,javafx.scene.media,_PlayerTimeListener,1,0,2,1,13,2,0,0,0.0,0,2
Plants-Vs-Zombies,javafx.scene.media,_VideoTrackSizeListener,2,0,2,1,26,5,0,0,0.0,0,1
Plants-Vs-Zombies,javafx.scene.media,_MediaErrorListener,0,0,1,1,6,1,0,0,-1.0,0,1
Plants-Vs-Zombies,javafx.scene.media,_BufferListener,1,0,1,1,20,3,0,0,0.0,0,3
Plants-Vs-Zombies,javafx.scene.media,_SpectrumListener,2,0,1,1,13,2,0,0,0.0,0,2
Plants-Vs-Zombies,javafx.scene.media,RendererListener,1,0,3,3,62,13,0,0,0.6666666666666666,1,4
Plants-Vs-Zombies,javafx.scene.media,MediaPlayerShutdownHook,2,0,2,2,44,9,0,0,0.0,1,1
Plants-Vs-Zombies,javafx.scene.media,MediaTimerTask,3,0,4,1,36,7,0,0,0.5,1,2
Plants-Vs-Zombies,javafx.scene.media,Media,14,0,38,22,382,66,0,0,0.18421052631578946,7,18
Plants-Vs-Zombies,javafx.scene.media,_MetadataListener,0,0,1,1,11,1,0,0,-1.0,0,1
Plants-Vs-Zombies,javafx.scene.media,InitLocator,0,0,1,1,23,1,0,0,-1.0,1,1
Plants-Vs-Zombies,javafx.scene.media,SubtitleTrack,0,0,1,0,9,1,0,1,-1.0,0,0
Plants-Vs-Zombies,javafx.scene.media,AudioEqualizer,5,1,11,7,114,24,0,0,0.36363636363636365,1,5
Plants-Vs-Zombies,javafx.scene.media,Bands,0,0,2,1,25,7,0,0,-1.0,0,2
Plants-Vs-Zombies,javafx.scene.media,AudioClip,9,1,43,37,331,67,0,0,0.3023255813953488,0,4
Plants-Vs-Zombies,javafx.scene.media,MediaErrorEvent,3,1,5,4,48,6,0,0,0.6,1,4
Plants-Vs-Zombies,javafx.scene.media,MediaMarkerEvent,2,0,2,1,20,2,0,0,0.0,0,1
Plants-Vs-Zombies,javafx.scene.media,NGMediaView,6,0,10,8,143,32,0,0,0.4,1,8
Plants-Vs-Zombies,javafx.scene.media,AudioTrack,0,0,2,1,18,2,0,1,-1.0,0,0
Plants-Vs-Zombies,com.sun.javafx.scene.media,MediaViewHelper,2,0,13,2,47,14,0,0,0.5384615384615384,1,6
Plants-Vs-Zombies,com.sun.javafx.scene.media,MediaViewAccessor,0,0,5,0,7,5,0,0,-1.0,1,3
Plants-Vs-Zombies,com.sun.javafx.media,PrismMediaFrameHandler,10,4,21,18,179,44,0,0,0.23809523809523808,3,11
Plants-Vs-Zombies,com.sun.javafx.media,PrismFrameBuffer,2,0,13,13,73,21,0,0,0.0,1,1
Plants-Vs-Zombies,com.sun.javafx.media,TextureMapEntry,4,4,0,0,6,0,0,0,-1.0,1,1
Plants-Vs-Zombies,com.sun.media.jfxmediaimpl,NativeMediaAudioClipPlayer,22,0,45,40,371,78,0,0,0.13333333333333333,3,9
Plants-Vs-Zombies,com.sun.media.jfxmediaimpl,Enthreaderator,1,0,1,1,14,1,0,0,0.0,1,0
Plants-Vs-Zombies,com.sun.media.jfxmediaimpl,SchedulerEntry,5,0,9,9,53,12,0,0,0.0,1,2
Plants-Vs-Zombies,com.sun.media.jfxmediaimpl,NativeVideoBuffer,5,0,32,18,204,69,0,0,0.0,3,3
Plants-Vs-Zombies,com.sun.media.jfxmediaimpl,VideoBufferDisposer,0,0,1,1,7,2,0,1,-1.0,1,2
Plants-Vs-Zombies,com.sun.media.jfxmediaimpl,NativeEqualizerBand,1,0,13,6,37,15,0,0,0.0,0,0
Plants-Vs-Zombies,com.sun.media.jfxmediaimpl,MarkerStateListener,0,0,1,0,6,1,1,0,-1.0,1,0
Plants-Vs-Zombies,com.sun.media.jfxmediaimpl,NativeMediaAudioClip,3,0,16,13,64,17,0,0,0.5625,2,4
Plants-Vs-Zombies,com.sun.media.jfxmediaimpl,AudioClipProvider,2,0,5,4,43,9,0,0,0.4,2,4
Plants-Vs-Zombies,com.sun.media.jfxmediaimpl,MediaUtils,25,12,6,6,200,41,0,0,0.8333333333333334,10,5
Plants-Vs-Zombies,com.sun.media.jfxmediaimpl,NativeMediaManager,7,0,17,12,251,50,0,0,0.5294117647058824,4,11
Plants-Vs-Zombies,com.sun.media.jfxmediaimpl,NativeMediaManagerInitializer,1,0,0,0,6,0,0,0,-1.0,1,1
Plants-Vs-Zombies,com.sun.media.jfxmediaimpl,NativeMediaPlayerDisposer,0,0,1,1,8,2,0,1,-1.0,1,1
Plants-Vs-Zombies,com.sun.media.jfxmediaimpl,MetadataParserImpl,11,0,27,6,286,71,0,0,0.07407407407407407,1,3
Plants-Vs-Zombies,com.sun.media.jfxmediaimpl,NativeAudioClip,3,0,30,15,108,34,0,0,0.2,3,5
Plants-Vs-Zombies,com.sun.media.jfxmediaimpl,NativeAudioClipDisposer,0,0,1,1,8,2,0,1,-1.0,1,2
Plants-Vs-Zombies,com.sun.media.jfxmediaimpl,HostUtils,4,0,6,6,40,6,0,0,0.5,7,0
Plants-Vs-Zombies,com.sun.media.jfxmediaimpl,NativeMedia,5,0,12,7,149,27,0,0,0.4166666666666667,2,3
Plants-Vs-Zombies,com.sun.media.jfxmediaimpl,NativeMediaPlayer,65,9,119,63,1284,298,0,1,0.07563025210084033,2,27
Plants-Vs-Zombies,com.sun.media.jfxmediaimpl,WarningEvent,2,0,3,2,17,3,0,0,0.0,2,0
Plants-Vs-Zombies,com.sun.media.jfxmediaimpl,MediaErrorEvent,2,0,4,4,20,4,0,0,0.0,2,0
Plants-Vs-Zombies,com.sun.media.jfxmediaimpl,PlayerTimeEvent,1,0,2,2,9,2,0,0,0.0,2,0
Plants-Vs-Zombies,com.sun.media.jfxmediaimpl,TrackEvent,1,0,2,1,12,2,0,0,0.0,2,1
Plants-Vs-Zombies,com.sun.media.jfxmediaimpl,FrameSizeChangedEvent,2,0,3,3,27,5,0,0,0.0,2,0
Plants-Vs-Zombies,com.sun.media.jfxmediaimpl,VideoRenderer,0,0,6,6,54,15,0,0,-1.0,0,2
Plants-Vs-Zombies,com.sun.media.jfxmediaimpl,EventQueueThread,2,0,15,3,318,76,0,0,0.13333333333333333,1,22
Plants-Vs-Zombies,com.sun.media.jfxmediaimpl,MediaPulseTask,1,0,2,1,17,4,0,0,0.0,0,1
Plants-Vs-Zombies,com.sun.media.jfxmediaimpl,NativeAudioSpectrum,7,3,18,10,92,25,0,0,0.0,0,1
Plants-Vs-Zombies,com.sun.media.jfxmediaimpl,NativeAudioEqualizer,1,0,10,4,33,11,0,0,0.0,0,1
Plants-Vs-Zombies,com.sun.media.jfxmediaimpl,MediaDisposer,5,0,13,7,130,21,3,0,0.15384615384615385,9,4
Plants-Vs-Zombies,com.sun.media.jfxmediaimpl,Disposable,0,0,1,1,9,1,1,0,-1.0,1,0
Plants-Vs-Zombies,com.sun.media.jfxmediaimpl,ResourceDisposer,0,0,1,1,10,1,0,0,-1.0,2,0
Plants-Vs-Zombies,com.sun.media.jfxmediaimpl,ResourceDisposerRecord,2,0,2,2,11,2,0,1,0.0,0,1
Plants-Vs-Zombies,com.sun.media.jfxmediaimpl.platform,PlatformManager,3,0,11,7,164,46,0,0,0.18181818181818182,3,11
Plants-Vs-Zombies,com.sun.media.jfxmediaimpl.platform,PlatformManagerInitializer,1,0,0,0,3,0,0,0,-1.0,1,1
Plants-Vs-Zombies,com.sun.media.jfxmediaimpl.platform,Platform,0,0,9,9,50,15,0,0,-1.0,1,1
Plants-Vs-Zombies,com.sun.media.jfxmediaimpl.platform.osx,OSXPlatform,3,0,8,6,85,11,0,0,0.875,3,5
Plants-Vs-Zombies,com.sun.media.jfxmediaimpl.platform.osx,OSXPlatformInitializer,1,0,0,0,28,0,0,0,-1.0,1,1
Plants-Vs-Zombies,com.sun.media.jfxmediaimpl.platform.osx,OSXMediaPlayer,3,0,45,4,109,46,0,0,0.4888888888888889,0,4
Plants-Vs-Zombies,com.sun.media.jfxmediaimpl.platform.osx,OSXMedia,0,0,3,2,10,3,0,0,-1.0,0,2
Plants-Vs-Zombies,com.sun.media.jfxmediaimpl.platform.java,JavaPlatform,1,0,6,5,30,8,0,0,1.0,2,3
Plants-Vs-Zombies,com.sun.media.jfxmediaimpl.platform.java,ID3MetadataParser,10,0,9,1,343,82,0,0,0.2222222222222222,0,3
Plants-Vs-Zombies,com.sun.media.jfxmediaimpl.platform.ios,IOSPlatform,3,0,8,6,60,11,0,0,0.875,3,5
Plants-Vs-Zombies,com.sun.media.jfxmediaimpl.platform.ios,IOSPlatformInitializer,1,0,0,0,3,0,0,0,-1.0,1,1
Plants-Vs-Zombies,com.sun.media.jfxmediaimpl.platform.ios,IOSMedia,1,0,7,2,33,9,0,0,0.2857142857142857,1,3
Plants-Vs-Zombies,com.sun.media.jfxmediaimpl.platform.ios,IOSMediaPlayer,16,0,79,31,295,90,0,0,0.08860759493670886,0,6
Plants-Vs-Zombies,com.sun.media.jfxmediaimpl.platform.ios,NullAudioEQ,2,0,4,4,27,6,0,0,0.5,1,1
Plants-Vs-Zombies,com.sun.media.jfxmediaimpl.platform.ios,NullAudioSpectrum,5,0,10,10,48,12,0,0,0.4,1,0
Plants-Vs-Zombies,com.sun.media.jfxmediaimpl.platform.ios,NullEQBand,3,0,7,6,28,7,0,0,0.0,0,0
Plants-Vs-Zombies,com.sun.media.jfxmediaimpl.platform.ios,MediaPlayerOverlayImpl,0,0,8,8,26,8,0,0,-1.0,0,0
Plants-Vs-Zombies,com.sun.media.jfxmediaimpl.platform.gstreamer,GSTPlatform,3,0,8,6,91,16,0,0,0.875,2,6
Plants-Vs-Zombies,com.sun.media.jfxmediaimpl.platform.gstreamer,GSTMedia,2,0,7,2,46,9,0,0,0.2857142857142857,1,3
Plants-Vs-Zombies,com.sun.media.jfxmediaimpl.platform.gstreamer,GSTMediaPlayer,5,0,43,3,199,64,0,0,0.09302325581395349,1,4
Plants-Vs-Zombies,com.sun.media.jfxmedia,MediaManager,0,0,11,10,102,18,0,0,-1.0,7,4
Plants-Vs-Zombies,com.sun.media.jfxmedia,MediaException,2,0,4,4,35,4,0,0,0.75,2,0
Plants-Vs-Zombies,com.sun.media.jfxmedia,MediaPlayer,0,0,42,42,216,42,0,0,-1.0,8,7
Plants-Vs-Zombies,com.sun.media.jfxmedia,Media,2,0,9,7,88,14,0,0,0.6666666666666666,3,2
Plants-Vs-Zombies,com.sun.media.jfxmedia,AudioClip,16,10,25,25,222,25,0,0,0.72,4,2
Plants-Vs-Zombies,com.sun.media.jfxmedia,MetadataParser,17,0,4,0,23,4,0,0,-1.0,2,1
Plants-Vs-Zombies,com.sun.media.jfxmedia.locator,Locator,18,3,18,13,461,74,0,0,0.0,31,8
Plants-Vs-Zombies,com.sun.media.jfxmedia.locator,LocatorConnection,2,2,0,0,7,0,0,0,-1.0,1,0
Plants-Vs-Zombies,com.sun.media.jfxmedia.locator,HLSConnectionHolder,61,3,59,4,765,172,0,1,0.13559322033898305,2,7
Plants-Vs-Zombies,com.sun.media.jfxmedia.locator,PlaylistThread,8,3,7,1,118,23,0,0,0.2857142857142857,1,2
Plants-Vs-Zombies,com.sun.media.jfxmedia.locator,PlaylistParser,13,0,12,0,175,44,0,0,0.0,3,3
Plants-Vs-Zombies,com.sun.media.jfxmedia.locator,VariantPlaylist,6,0,7,0,88,20,0,0,0.0,1,1
Plants-Vs-Zombies,com.sun.media.jfxmedia.locator,Playlist,16,0,17,0,242,59,0,0,0.0,3,1
Plants-Vs-Zombies,com.sun.media.jfxmedia.locator,ConnectionHolder,7,0,42,14,324,70,4,0,0.42857142857142855,2,1
Plants-Vs-Zombies,com.sun.media.jfxmedia.locator,FileConnectionHolder,1,0,8,2,54,12,0,1,0.75,0,0
Plants-Vs-Zombies,com.sun.media.jfxmedia.locator,URIConnectionHolder,2,0,10,2,95,18,0,1,0.3,0,1
Plants-Vs-Zombies,com.sun.media.jfxmedia.locator,MemoryConnectionHolder,1,0,10,6,80,23,0,1,0.7,0,0
Plants-Vs-Zombies,com.sun.media.jfxmedia.locator,LocatorCache,5,0,9,8,78,15,0,0,0.2222222222222222,3,6
Plants-Vs-Zombies,com.sun.media.jfxmedia.locator,CacheInitializer,1,0,0,0,3,0,0,0,-1.0,1,1
Plants-Vs-Zombies,com.sun.media.jfxmedia.locator,CacheReference,2,0,3,3,14,3,0,0,0.0,1,0
Plants-Vs-Zombies,com.sun.media.jfxmedia.locator,CacheDisposer,0,0,1,1,9,2,0,0,-1.0,1,1
Plants-Vs-Zombies,com.sun.media.jfxmedia.track,Track,5,0,7,6,71,11,3,0,0.2857142857142857,5,0
Plants-Vs-Zombies,com.sun.media.jfxmedia.track,VideoTrack,3,0,5,5,65,9,0,1,0.0,1,1
Plants-Vs-Zombies,com.sun.media.jfxmedia.track,SubtitleTrack,0,0,1,1,8,1,0,1,-1.0,0,0
Plants-Vs-Zombies,com.sun.media.jfxmedia.track,VideoResolution,2,2,4,4,43,6,0,0,0.0,1,0
Plants-Vs-Zombies,com.sun.media.jfxmedia.track,AudioTrack,10,7,5,5,87,7,0,1,0.0,0,1
Plants-Vs-Zombies,com.sun.media.jfxmedia.events,AudioSpectrumListener,0,0,1,0,7,1,0,0,-1.0,4,1
Plants-Vs-Zombies,com.sun.media.jfxmedia.events,PlayerEvent,0,0,1,1,7,1,5,0,-1.0,2,0
Plants-Vs-Zombies,com.sun.media.jfxmedia.events,NewFrameEvent,1,0,2,2,24,3,0,1,0.0,7,1
Plants-Vs-Zombies,com.sun.media.jfxmedia.events,MetadataListener,0,0,1,1,10,1,0,0,-1.0,3,0
Plants-Vs-Zombies,com.sun.media.jfxmedia.events,MarkerEvent,2,0,3,3,39,5,0,1,0.0,5,0
Plants-Vs-Zombies,com.sun.media.jfxmedia.events,BufferListener,0,0,1,1,11,1,0,0,-1.0,4,1
Plants-Vs-Zombies,com.sun.media.jfxmedia.events,PlayerStateListener,0,0,7,7,36,7,0,0,-1.0,4,1
Plants-Vs-Zombies,com.sun.media.jfxmedia.events,VideoFrameRateListener,0,0,1,1,10,1,0,0,-1.0,5,0
Plants-Vs-Zombies,com.sun.media.jfxmedia.events,VideoTrackSizeListener,0,0,1,1,11,1,0,0,-1.0,4,0
Plants-Vs-Zombies,com.sun.media.jfxmedia.events,AudioSpectrumEvent,4,0,6,6,27,6,0,1,0.0,5,1
Plants-Vs-Zombies,com.sun.media.jfxmedia.events,BufferProgressEvent,4,0,5,5,45,5,0,1,0.0,6,0
Plants-Vs-Zombies,com.sun.media.jfxmedia.events,PlayerTimeListener,0,0,1,1,10,1,0,0,-1.0,4,0
Plants-Vs-Zombies,com.sun.media.jfxmedia.events,MediaErrorListener,0,0,1,0,12,1,0,0,-1.0,7,0
Plants-Vs-Zombies,com.sun.media.jfxmedia.events,PlayerStateEvent,3,0,5,5,57,7,0,1,0.4,7,0
Plants-Vs-Zombies,com.sun.media.jfxmedia.events,MarkerListener,0,0,1,1,10,1,0,0,-1.0,4,1
Plants-Vs-Zombies,com.sun.media.jfxmedia.events,VideoRendererListener,0,0,2,2,14,2,0,0,-1.0,4,1
Plants-Vs-Zombies,com.sun.media.jfxmedia.effects,EqualizerBand,2,2,6,6,45,6,0,0,-1.0,4,0
Plants-Vs-Zombies,com.sun.media.jfxmedia.effects,AudioEqualizer,1,1,4,4,35,4,0,0,-1.0,3,0
Plants-Vs-Zombies,com.sun.media.jfxmedia.effects,AudioSpectrum,0,0,10,10,54,10,0,0,-1.0,3,0
Plants-Vs-Zombies,com.sun.media.jfxmedia.logging,Logger,8,5,10,5,152,23,0,0,0.2,18,1
Plants-Vs-Zombies,com.sun.media.jfxmedia.control,VideoRenderControl,0,0,6,6,35,6,0,0,-1.0,1,2
Plants-Vs-Zombies,com.sun.media.jfxmedia.control,MediaPlayerOverlay,0,0,8,8,13,8,0,0,-1.0,2,0
Plants-Vs-Zombies,com.sun.media.jfxmedia.control,FormatTypes,4,4,0,0,6,0,0,0,-1.0,0,0
Plants-Vs-Zombies,com.sun.media.jfxmedia.control,VideoDataBuffer,5,5,15,15,98,15,0,0,-1.0,8,0
Plants-Vs-Zombies,javafx.scene.web,WebEvent,6,5,3,3,56,3,0,0,0.0,2,3
Plants-Vs-Zombies,javafx.scene.web,HTMLEditorSkin,61,0,34,13,858,122,0,0,0.08823529411764706,2,34
Plants-Vs-Zombies,javafx.scene.web,PromptData,2,0,3,3,33,3,0,0,0.0,1,0
Plants-Vs-Zombies,javafx.scene.web,PopupFeatures,4,0,5,5,50,5,0,0,0.0,1,0
Plants-Vs-Zombies,javafx.scene.web,DirectoryLock,7,0,7,0,87,13,0,0,0.2857142857142857,3,3
Plants-Vs-Zombies,javafx.scene.web,Descriptor,4,0,1,0,11,1,0,0,0.0,1,0
Plants-Vs-Zombies,javafx.scene.web,DirectoryAlreadyInUseException,0,0,1,0,5,1,0,0,-1.0,0,0
Plants-Vs-Zombies,javafx.scene.web,WebView,47,0,142,123,935,208,0,0,0.2676056338028169,12,36
Plants-Vs-Zombies,javafx.scene.web,StyleableProperties,12,0,22,22,120,22,0,0,1.0,1,2
Plants-Vs-Zombies,javafx.scene.web,WebEngine,45,0,127,99,1019,199,0,0,0.1889763779527559,13,29
Plants-Vs-Zombies,javafx.scene.web,SelfDisposer,2,0,2,1,21,5,0,0,0.0,1,4
Plants-Vs-Zombies,javafx.scene.web,AccessorImpl,1,0,7,6,35,10,0,0,0.0,0,4
Plants-Vs-Zombies,javafx.scene.web,PulseTimer,2,0,3,1,22,3,0,0,0.6666666666666666,2,3
Plants-Vs-Zombies,javafx.scene.web,PageLoadListener,1,0,3,2,17,4,0,0,0.6666666666666666,0,1
Plants-Vs-Zombies,javafx.scene.web,LoadWorker,9,0,24,19,222,47,0,0,0.08333333333333333,1,1
Plants-Vs-Zombies,javafx.scene.web,DocumentProperty,2,0,4,3,29,8,0,0,0.75,1,0
Plants-Vs-Zombies,javafx.scene.web,DebuggerImpl,2,0,5,5,43,9,0,0,0.4,1,2
Plants-Vs-Zombies,javafx.scene.web,InspectorClientImpl,1,0,2,1,25,4,0,0,0.0,0,2
Plants-Vs-Zombies,javafx.scene.web,HTMLEditor,0,0,5,4,38,5,0,0,-1.0,2,2
Plants-Vs-Zombies,javafx.scene.web,WebHistory,9,0,18,14,172,31,0,0,0.2222222222222222,2,8
Plants-Vs-Zombies,javafx.scene.web,Entry,4,0,8,6,61,10,0,0,0.0,0,2
Plants-Vs-Zombies,javafx.scene.web,WebErrorEvent,6,4,4,4,57,4,0,0,0.0,2,3
Plants-Vs-Zombies,com.sun.webkit,Disposer,8,0,12,5,119,17,0,0,0.3333333333333333,35,5
Plants-Vs-Zombies,com.sun.webkit,DisposerRunnable,4,0,4,1,37,8,0,0,0.5,2,3
Plants-Vs-Zombies,com.sun.webkit,WeakDisposerRecord,1,0,3,1,14,3,0,1,0.0,2,2
Plants-Vs-Zombies,com.sun.webkit,InspectorClient,0,0,1,0,3,1,0,0,-1.0,1,0
Plants-Vs-Zombies,com.sun.webkit,EventLoop,2,0,3,1,12,3,0,0,0.0,1,2
Plants-Vs-Zombies,com.sun.webkit,FileSystem,4,0,11,0,98,15,0,0,0.45454545454545453,0,1
Plants-Vs-Zombies,com.sun.webkit,Pasteboard,0,0,6,6,8,6,0,0,-1.0,1,1
Plants-Vs-Zombies,com.sun.webkit,WebPage,44,10,254,102,2140,447,0,0,0.031496062992125984,27,19
Plants-Vs-Zombies,com.sun.webkit,RenderFrame,4,0,5,1,38,9,0,0,0.0,1,0
Plants-Vs-Zombies,com.sun.webkit,MainThread,0,0,2,0,12,2,0,0,-1.0,0,1
Plants-Vs-Zombies,com.sun.webkit,ThemeClient,1,0,4,2,11,4,0,0,0.75,1,1
Plants-Vs-Zombies,com.sun.webkit,Utilities,4,0,6,2,44,12,0,0,0.6666666666666666,3,2
Plants-Vs-Zombies,com.sun.webkit,BackForwardList,12,0,59,33,217,75,0,0,0.06779661016949153,5,6
Plants-Vs-Zombies,com.sun.webkit,Entry,10,0,14,10,75,17,0,0,0.0,1,3
Plants-Vs-Zombies,com.sun.webkit,PopupMenu,1,0,14,0,36,14,0,0,0.35714285714285715,1,4
Plants-Vs-Zombies,com.sun.webkit,LocalizedStrings,2,0,2,0,19,3,0,0,1.0,0,1
Plants-Vs-Zombies,com.sun.webkit,ColorChooser,3,0,5,0,40,5,0,0,0.4,0,4
Plants-Vs-Zombies,com.sun.webkit,MethodHelper,2,0,2,1,33,6,0,0,1.0,2,3
Plants-Vs-Zombies,com.sun.webkit,CursorManager,45,43,8,3,69,8,0,0,0.25,2,3
Plants-Vs-Zombies,com.sun.webkit,Timer,3,0,9,3,56,14,1,0,0.2222222222222222,4,2
Plants-Vs-Zombies,com.sun.webkit,SeparateThreadTimer,4,0,6,3,51,11,0,1,0.3333333333333333,0,2
Plants-Vs-Zombies,com.sun.webkit,FireRunner,1,0,2,1,10,2,0,0,0.0,1,0
Plants-Vs-Zombies,com.sun.webkit,PageCache,0,0,5,2,31,6,0,0,-1.0,2,1
Plants-Vs-Zombies,com.sun.webkit,WCWidget,6,0,16,0,73,20,2,0,0.125,0,3
Plants-Vs-Zombies,com.sun.webkit,ContextMenuItem,9,3,19,7,68,19,0,0,0.15789473684210525,5,1
Plants-Vs-Zombies,com.sun.webkit,WCPasteboard,2,0,7,0,33,7,0,0,0.2857142857142857,0,3
Plants-Vs-Zombies,com.sun.webkit,DisposerRecord,0,0,1,1,6,1,1,0,-1.0,2,0
Plants-Vs-Zombies,com.sun.webkit,PolicyClient,0,0,8,8,10,8,0,0,-1.0,1,0
Plants-Vs-Zombies,com.sun.webkit,UIClient,0,0,16,16,18,16,0,0,-1.0,1,2
Plants-Vs-Zombies,com.sun.webkit,InputMethodClient,0,0,1,1,3,1,0,0,-1.0,1,0
Plants-Vs-Zombies,com.sun.webkit,LoadListenerClient,28,28,2,2,68,2,0,0,-1.0,6,0
Plants-Vs-Zombies,com.sun.webkit,SimpleSharedBufferInputStream,2,0,5,5,57,14,0,0,0.0,0,1
Plants-Vs-Zombies,com.sun.webkit,ContextMenu,2,0,13,2,36,13,0,0,0.46153846153846156,1,4
Plants-Vs-Zombies,com.sun.webkit,ShowContext,2,0,3,2,14,3,0,0,0.0,2,1
Plants-Vs-Zombies,com.sun.webkit,WCPluginWidget,3,0,16,2,71,18,0,1,0.375,0,7
Plants-Vs-Zombies,com.sun.webkit,SharedBuffer,1,0,12,0,75,27,0,0,0.0,3,1
Plants-Vs-Zombies,com.sun.webkit,WebPageClient,0,0,13,13,18,13,0,0,-1.0,6,1
Plants-Vs-Zombies,com.sun.webkit,Invoker,2,0,8,5,38,11,0,0,0.5,16,2
Plants-Vs-Zombies,com.sun.webkit,WCFrameView,0,0,3,0,17,5,0,1,-1.0,1,2
Plants-Vs-Zombies,com.sun.webkit.security,WCMessageDigest,0,0,3,2,23,3,0,0,-1.0,2,2
Plants-Vs-Zombies,com.sun.webkit.network,ExtendedTime,2,0,7,2,54,8,0,0,0.2857142857142857,3,1
