Project Name,Package Name,Type Name,MethodName,LOC,CC,PC
Plants-Vs-Zombies,sample,ConeZombie,ConeZombie,4,1,3
Plants-Vs-Zombies,sample,ConeZombie,eatPlant,57,11,0
Plants-Vs-Zombies,sample,Repeater,Repeater,4,1,4
Plants-Vs-Zombies,sample,Repeater,attack,29,3,1
Plants-Vs-Zombies,sample,Repeater,handle,20,3,1
Plants-Vs-Zombies,sample,Zombie,Zombie,8,1,8
Plants-Vs-Zombies,sample,Zombie,getHp,3,1,0
Plants-Vs-Zombies,sample,Zombie,getLane,3,1,0
Plants-Vs-Zombies,sample,Zombie,setHp,27,6,1
Plants-Vs-Zombies,sample,Zombie,roastZombie,19,1,0
Plants-Vs-Zombies,sample,Zombie,setLane,3,1,1
Plants-Vs-Zombies,sample,Zombie,checkReachedHouse,9,2,0
Plants-Vs-Zombies,sample,Zombie,moveZombie,7,1,0
Plants-Vs-Zombies,sample,Zombie,zombieWalk,11,2,0
Plants-Vs-Zombies,sample,Zombie,getZombieAnimation,3,1,0
Plants-Vs-Zombies,sample,Zombie,chompPlant,9,1,0
Plants-Vs-Zombies,sample,Zombie,eatPlant,57,11,0
Plants-Vs-Zombies,sample,Jalapeno,Jalapeno,6,1,4
Plants-Vs-Zombies,sample,Jalapeno,makeImage,10,2,1
Plants-Vs-Zombies,sample,Jalapeno,attack,42,9,1
Plants-Vs-Zombies,sample,Jalapeno,removefire,17,2,0
Plants-Vs-Zombies,sample,GameMenuController,initData,12,1,10
Plants-Vs-Zombies,sample,GameMenuController,restartGame,12,1,1
Plants-Vs-Zombies,sample,GameMenuController,saveGame,8,1,1
Plants-Vs-Zombies,sample,GameMenuController,showMainMenu,8,1,1
Plants-Vs-Zombies,sample,Pea,Pea,8,1,4
Plants-Vs-Zombies,sample,Pea,movePea,12,3,0
Plants-Vs-Zombies,sample,Pea,shootPea,7,1,0
Plants-Vs-Zombies,sample,Pea,checkZombieCollision,21,4,0
Plants-Vs-Zombies,sample,CherryBomb,CherryBomb,4,1,4
Plants-Vs-Zombies,sample,CherryBomb,makeImage,9,1,1
Plants-Vs-Zombies,sample,CherryBomb,attack,46,9,1
Plants-Vs-Zombies,sample,CherryBomb,removepowie,14,1,0
Plants-Vs-Zombies,sample,GameElements,GameElements,7,1,5
Plants-Vs-Zombies,sample,GameElements,makeImage,8,1,1
Plants-Vs-Zombies,sample,GameElements,getX,3,1,0
Plants-Vs-Zombies,sample,GameElements,setX,4,1,1
Plants-Vs-Zombies,sample,GameElements,getY,3,1,0
Plants-Vs-Zombies,sample,GameElements,setY,4,1,1
Plants-Vs-Zombies,sample,DataTable,DataTable,19,1,1
Plants-Vs-Zombies,sample,DataTable,update,11,1,9
Plants-Vs-Zombies,sample,DataTable,saveGame,8,1,0
Plants-Vs-Zombies,sample,DataTable,getAllLawnMowers,3,1,0
Plants-Vs-Zombies,sample,DataTable,getAllPlants,3,1,0
Plants-Vs-Zombies,sample,DataTable,getAllZombie,3,1,0
Plants-Vs-Zombies,sample,DataTable,getLevelNumber,3,1,0
Plants-Vs-Zombies,sample,DataTable,getSavingTimeStamp,3,1,0
Plants-Vs-Zombies,sample,DataTable,getSunCount,3,1,0
Plants-Vs-Zombies,sample,DataTable,getTimeElapsed,3,1,0
Plants-Vs-Zombies,sample,DataTable,toString,3,1,0
Plants-Vs-Zombies,sample,DataTable,getZombieList1,3,1,0
Plants-Vs-Zombies,sample,DataTable,getZombieList2,3,1,0
Plants-Vs-Zombies,sample,DataTable,getStatus,3,1,0
Plants-Vs-Zombies,sample,Database,Database,4,1,0
Plants-Vs-Zombies,sample,Database,getMaxLevel,3,1,0
Plants-Vs-Zombies,sample,Database,setMaxLevel,3,2,1
Plants-Vs-Zombies,sample,Database,addData,3,1,1
Plants-Vs-Zombies,sample,Database,removeData,3,2,1
Plants-Vs-Zombies,sample,Database,deleteAllProgress,3,1,0
Plants-Vs-Zombies,sample,Database,getDatabaseFiles,3,1,0
Plants-Vs-Zombies,sample,Plant,Plant,6,1,8
Plants-Vs-Zombies,sample,Plant,makeImage,6,1,1
Plants-Vs-Zombies,sample,Plant,attack,2,1,1
Plants-Vs-Zombies,sample,Plant,getHp,3,1,0
Plants-Vs-Zombies,sample,Plant,setHp,8,2,1
Plants-Vs-Zombies,sample,Plant,endAnimation,3,1,1
Plants-Vs-Zombies,sample,Almanac,bucketalmanac,3,1,1
Plants-Vs-Zombies,sample,Almanac,cherryalmanac,3,1,1
Plants-Vs-Zombies,sample,Almanac,sunalmanac,3,1,1
Plants-Vs-Zombies,sample,Almanac,walnutalmanac,3,1,1
Plants-Vs-Zombies,sample,Almanac,jalapenoalmanac,3,1,1
Plants-Vs-Zombies,sample,Almanac,normalAlmanac,3,1,1
Plants-Vs-Zombies,sample,Almanac,peaalmanac,3,1,1
Plants-Vs-Zombies,sample,Almanac,repeateralmanac,3,1,1
Plants-Vs-Zombies,sample,Almanac,conealmanac,3,1,1
Plants-Vs-Zombies,sample,Almanac,glowImage,6,1,1
Plants-Vs-Zombies,sample,Almanac,stopGlowing,6,1,1
Plants-Vs-Zombies,sample,Almanac,loadPrevMenu,4,1,1
Plants-Vs-Zombies,sample,SidebarElement,SidebarElement,4,1,6
Plants-Vs-Zombies,sample,SidebarElement,getCost,3,1,0
Plants-Vs-Zombies,sample,SidebarElement,getSideBarElements,112,13,2
Plants-Vs-Zombies,sample,SidebarElement,getCardSelected,3,1,0
Plants-Vs-Zombies,sample,SidebarElement,setCardSelected,6,1,1
Plants-Vs-Zombies,sample,SidebarElement,setCardSelectedToNull,4,1,0
Plants-Vs-Zombies,sample,SidebarElement,getElement,4,2,1
Plants-Vs-Zombies,sample,SidebarElement,setDisabledOn,20,1,1
Plants-Vs-Zombies,sample,BucketZombie,BucketZombie,4,1,3
Plants-Vs-Zombies,sample,NormalZombie,NormalZombie,4,1,3
Plants-Vs-Zombies,sample,Sun,Sun,6,2,3
Plants-Vs-Zombies,sample,Sun,disappearAfterTime,14,1,0
Plants-Vs-Zombies,sample,Sun,makeImage,9,1,1
Plants-Vs-Zombies,sample,Sun,moveSun,5,2,0
Plants-Vs-Zombies,sample,Sun,dropSun,6,1,0
Plants-Vs-Zombies,sample,LoadGameController,initialize,4,1,0
Plants-Vs-Zombies,sample,LoadGameController,loadPrevMenu,4,1,1
Plants-Vs-Zombies,sample,LoadGameController,handleMouseClick,8,1,1
Plants-Vs-Zombies,sample,LoadGameController,deleteAllProgress,7,2,1
Plants-Vs-Zombies,sample,MainPageController,exitGame,8,1,1
Plants-Vs-Zombies,sample,MainPageController,initialize,3,1,2
Plants-Vs-Zombies,sample,MainPageController,showAlmanac,4,1,1
Plants-Vs-Zombies,sample,MainPageController,showLevelMenu,4,1,1
Plants-Vs-Zombies,sample,MainPageController,showSavedGames,4,1,1
Plants-Vs-Zombies,sample,MainPageController,startGame,7,1,1
Plants-Vs-Zombies,sample,Main,start,9,1,1
Plants-Vs-Zombies,sample,Main,addMusic,9,1,0
Plants-Vs-Zombies,sample,Main,getDatabase,3,1,0
Plants-Vs-Zombies,sample,Main,serialize,11,1,0
Plants-Vs-Zombies,sample,Main,deserialize,14,1,0
Plants-Vs-Zombies,sample,Main,main,3,1,1
Plants-Vs-Zombies,sample,LawnMower,LawnMower,5,1,3
Plants-Vs-Zombies,sample,LawnMower,checkZombie,31,5,0
Plants-Vs-Zombies,sample,LawnMower,handle,24,5,1
Plants-Vs-Zombies,sample,LawnMower,activate,12,1,0
Plants-Vs-Zombies,sample,LawnMower,moveMower,5,2,0
Plants-Vs-Zombies,sample,LevelMenuController,initialize,42,6,0
Plants-Vs-Zombies,sample,LevelMenuController,glowImage,6,1,1
Plants-Vs-Zombies,sample,LevelMenuController,stopGlowing,6,1,1
Plants-Vs-Zombies,sample,LevelMenuController,launchLevel1,7,1,1
Plants-Vs-Zombies,sample,LevelMenuController,launchLevel2,7,1,1
Plants-Vs-Zombies,sample,LevelMenuController,launchLevel3,7,1,1
Plants-Vs-Zombies,sample,LevelMenuController,launchLevel4,7,1,1
Plants-Vs-Zombies,sample,LevelMenuController,launchLevel5,7,1,1
Plants-Vs-Zombies,sample,LevelMenuController,loadPrevMenu,4,1,1
Plants-Vs-Zombies,sample,LevelMenuController,changeGameTheme,18,3,1
Plants-Vs-Zombies,sample,LevelMenuController,getDayMode,3,1,0
Plants-Vs-Zombies,sample,PeaShooter,PeaShooter,4,1,4
Plants-Vs-Zombies,sample,Shooter,Shooter,4,1,8
Plants-Vs-Zombies,sample,Shooter,attack,25,3,1
Plants-Vs-Zombies,sample,Shooter,handle,16,3,1
Plants-Vs-Zombies,sample,Shooter,getShooterTimeline,3,1,0
Plants-Vs-Zombies,sample,Shooter,getShooterLane,3,1,0
Plants-Vs-Zombies,sample,Shooter,checkHp,5,2,0
Plants-Vs-Zombies,sample,Level,Level,55,11,1
Plants-Vs-Zombies,sample,Level,getZombieList1,3,1,0
Plants-Vs-Zombies,sample,Level,getZombieList2,3,1,0
Plants-Vs-Zombies,sample,Level,spawnNormalZombie,6,1,3
Plants-Vs-Zombies,sample,Level,spawnConeZombie,6,1,3
Plants-Vs-Zombies,sample,Level,spawnBucketZombie,6,1,3
Plants-Vs-Zombies,sample,Level,getTotalZombies,3,1,0
Plants-Vs-Zombies,sample,Sunflower,Sunflower,4,1,4
Plants-Vs-Zombies,sample,Sunflower,attack,3,1,1
Plants-Vs-Zombies,sample,Sunflower,produceSun,36,2,1
Plants-Vs-Zombies,sample,Sunflower,handle,5,1,1
Plants-Vs-Zombies,sample,Sunflower,handle,8,2,1
Plants-Vs-Zombies,sample,Sunflower,handle,6,1,1
Plants-Vs-Zombies,sample,Sunflower,getTimeline,3,1,0
Plants-Vs-Zombies,sample,Sunflower,checkHp,5,2,0
Plants-Vs-Zombies,sample,GamePlayController,initialize,14,1,0
Plants-Vs-Zombies,sample,GamePlayController,initData,35,2,2
Plants-Vs-Zombies,sample,GamePlayController,startAnimations,28,4,1
Plants-Vs-Zombies,sample,GamePlayController,gameProgress,33,4,0
Plants-Vs-Zombies,sample,GamePlayController,handle,25,4,1
Plants-Vs-Zombies,sample,GamePlayController,updateSpawnedZombies,3,1,0
Plants-Vs-Zombies,sample,GamePlayController,loadGameMenu,9,1,1
Plants-Vs-Zombies,sample,GamePlayController,removePlant,4,1,1
Plants-Vs-Zombies,sample,GamePlayController,removeZombie,4,1,1
Plants-Vs-Zombies,sample,GamePlayController,removeMower,4,1,1
Plants-Vs-Zombies,sample,GamePlayController,updateSunCount,4,1,1
Plants-Vs-Zombies,sample,GamePlayController,getSunCountLabel,3,1,0
Plants-Vs-Zombies,sample,GamePlayController,fallingSuns,16,1,1
Plants-Vs-Zombies,sample,GamePlayController,handle,7,1,1
Plants-Vs-Zombies,sample,GamePlayController,zombieSpawner1,36,8,2
Plants-Vs-Zombies,sample,GamePlayController,zombieSpawner2,36,8,2
Plants-Vs-Zombies,sample,GamePlayController,endZombieSpawner1,3,1,0
Plants-Vs-Zombies,sample,GamePlayController,endZombieSpawner2,3,1,0
Plants-Vs-Zombies,sample,GamePlayController,getGridPosition,52,11,1
Plants-Vs-Zombies,sample,GamePlayController,placePlant,46,7,5
Plants-Vs-Zombies,sample,GamePlayController,endAnimations,5,2,0
Plants-Vs-Zombies,sample,GamePlayController,gameLost,7,1,0
Plants-Vs-Zombies,sample,GamePlayController,gameWon,7,1,0
Plants-Vs-Zombies,sample,Wallnut,Wallnut,4,1,4
Plants-Vs-Zombies,sample,Wallnut,checkHp,8,2,0
Plants-Vs-Zombies,sample,Shovel,Shovel,4,1,0
Plants-Vs-Zombies,sample,Shovel,isIsDisabled,3,1,0
Plants-Vs-Zombies,sample,Shovel,getInstance,6,2,0
Plants-Vs-Zombies,sample,Shovel,makeImage,9,1,1
Plants-Vs-Zombies,sample,Shovel,enable,5,1,0
Plants-Vs-Zombies,sample,Shovel,disable,7,2,0
Plants-Vs-Zombies,sample,EndGameController,goToMainMenu,4,1,1
Plants-Vs-Zombies,sample,EndGameController,goToNextLevel,4,1,1
Plants-Vs-Zombies,sample,EndGameController,initialize,9,1,0
Plants-Vs-Zombies,sample,EndGameController,initData,35,7,3
Plants-Vs-Zombies,sample.view,viewManager,viewManager,6,1,0
Plants-Vs-Zombies,sample.view,viewManager,getMainStage,3,1,0
Plants-Vs-Zombies,javafx.scene.media,AudioSpectrumListener,spectrumDataUpdate,0,1,4
Plants-Vs-Zombies,javafx.scene.media,EqualizerBand,EqualizerBand,2,1,0
Plants-Vs-Zombies,javafx.scene.media,EqualizerBand,EqualizerBand,5,1,3
Plants-Vs-Zombies,javafx.scene.media,EqualizerBand,setJfxBand,5,1,1
Plants-Vs-Zombies,javafx.scene.media,EqualizerBand,setCenterFrequency,3,1,1
Plants-Vs-Zombies,javafx.scene.media,EqualizerBand,getCenterFrequency,3,1,0
Plants-Vs-Zombies,javafx.scene.media,EqualizerBand,centerFrequencyProperty,22,3,0
Plants-Vs-Zombies,javafx.scene.media,EqualizerBand,invalidated,8,2,0
Plants-Vs-Zombies,javafx.scene.media,EqualizerBand,getBean,3,1,0
Plants-Vs-Zombies,javafx.scene.media,EqualizerBand,getName,3,1,0
Plants-Vs-Zombies,javafx.scene.media,EqualizerBand,setBandwidth,3,1,1
Plants-Vs-Zombies,javafx.scene.media,EqualizerBand,getBandwidth,3,1,0
Plants-Vs-Zombies,javafx.scene.media,EqualizerBand,bandwidthProperty,22,3,0
Plants-Vs-Zombies,javafx.scene.media,EqualizerBand,invalidated,8,2,0
Plants-Vs-Zombies,javafx.scene.media,EqualizerBand,getBean,3,1,0
Plants-Vs-Zombies,javafx.scene.media,EqualizerBand,getName,3,1,0
Plants-Vs-Zombies,javafx.scene.media,EqualizerBand,setGain,3,1,1
Plants-Vs-Zombies,javafx.scene.media,EqualizerBand,getGain,3,1,0
Plants-Vs-Zombies,javafx.scene.media,EqualizerBand,gainProperty,21,3,0
Plants-Vs-Zombies,javafx.scene.media,EqualizerBand,invalidated,7,2,0
Plants-Vs-Zombies,javafx.scene.media,EqualizerBand,getBean,3,1,0
Plants-Vs-Zombies,javafx.scene.media,EqualizerBand,getName,3,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,doCreatePeer,3,1,1
Plants-Vs-Zombies,javafx.scene.media,MediaView,doUpdatePeer,3,1,1
Plants-Vs-Zombies,javafx.scene.media,MediaView,doTransformsChanged,3,1,1
Plants-Vs-Zombies,javafx.scene.media,MediaView,doComputeGeomBounds,3,1,3
Plants-Vs-Zombies,javafx.scene.media,MediaView,doComputeContains,3,1,3
Plants-Vs-Zombies,javafx.scene.media,MediaView,invalidated,4,1,1
Plants-Vs-Zombies,javafx.scene.media,MediaView,createVideoFrameRateListener,21,2,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,createListeners,14,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,determineVisibility,3,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,updateOverlayVisibility,5,2,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,updateOverlayOpacity,5,2,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,updateOverlayX,5,2,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,updateOverlayY,5,2,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,updateOverlayWidth,5,2,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,updateOverlayHeight,5,2,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,updateOverlayPreserveRatio,5,2,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,calculateNodeToSceneTransform,9,2,1
Plants-Vs-Zombies,javafx.scene.media,MediaView,updateOverlayTransform,6,2,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,updateMediaPlayerOverlay,10,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,doTransformsChanged,5,2,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,getMediaView,3,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,MediaView,6,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,MediaView,5,1,1
Plants-Vs-Zombies,javafx.scene.media,MediaView,setMediaPlayer,3,1,1
Plants-Vs-Zombies,javafx.scene.media,MediaView,getMediaPlayer,3,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,mediaPlayerProperty,48,9,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,invalidated,33,8,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,getBean,3,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,getName,3,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,setOnError,3,1,1
Plants-Vs-Zombies,javafx.scene.media,MediaView,getOnError,3,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,onErrorProperty,17,2,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,invalidated,3,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,getBean,3,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,getName,3,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,setPreserveRatio,3,1,1
Plants-Vs-Zombies,javafx.scene.media,MediaView,isPreserveRatio,3,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,preserveRatioProperty,23,3,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,invalidated,9,2,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,getBean,3,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,getName,3,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,setSmooth,3,1,1
Plants-Vs-Zombies,javafx.scene.media,MediaView,isSmooth,3,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,smoothProperty,17,2,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,invalidated,3,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,getBean,3,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,getName,3,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,setX,3,1,1
Plants-Vs-Zombies,javafx.scene.media,MediaView,getX,3,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,xProperty,23,3,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,invalidated,9,2,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,getBean,3,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,getName,3,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,setY,3,1,1
Plants-Vs-Zombies,javafx.scene.media,MediaView,getY,3,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,yProperty,23,3,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,invalidated,9,2,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,getBean,3,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,getName,3,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,setFitWidth,3,1,1
Plants-Vs-Zombies,javafx.scene.media,MediaView,getFitWidth,3,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,fitWidthProperty,23,3,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,invalidated,9,2,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,getBean,3,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,getName,3,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,setFitHeight,3,1,1
Plants-Vs-Zombies,javafx.scene.media,MediaView,getFitHeight,3,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,fitHeightProperty,23,3,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,invalidated,9,2,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,getBean,3,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,getName,3,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,setViewport,3,1,1
Plants-Vs-Zombies,javafx.scene.media,MediaView,getViewport,3,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,viewportProperty,18,2,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,invalidated,4,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,getBean,3,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,getName,3,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,notifyMediaChange,9,2,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,notifyMediaSizeChange,4,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,notifyMediaFrameUpdated,4,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,doCreatePeer,5,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,doComputeGeomBounds,54,13,2
Plants-Vs-Zombies,javafx.scene.media,MediaView,doComputeContains,3,1,2
Plants-Vs-Zombies,javafx.scene.media,MediaView,updateViewport,12,3,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,doUpdatePeer,26,7,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,perfReset,4,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,perfGetDecodedFrameCount,3,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,perfGetRenderedFrameCount,3,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaView,incrementDecodedFrameCount,3,1,1
Plants-Vs-Zombies,javafx.scene.media,MediaView,incrementRenderedFrameCount,3,1,1
Plants-Vs-Zombies,javafx.scene.media,MediaView,_mediaPlayerOnReady,19,4,0
Plants-Vs-Zombies,javafx.scene.media,MediaErrorInvalidationListener,invalidated,4,1,1
Plants-Vs-Zombies,javafx.scene.media,MediaViewFrameTracker,incrementDecodedFrameCount,3,1,1
Plants-Vs-Zombies,javafx.scene.media,MediaViewFrameTracker,incrementRenderedFrameCount,3,1,1
Plants-Vs-Zombies,javafx.scene.media,Track,getName,3,1,0
Plants-Vs-Zombies,javafx.scene.media,Track,getLocale,3,1,0
Plants-Vs-Zombies,javafx.scene.media,Track,getTrackID,3,1,0
Plants-Vs-Zombies,javafx.scene.media,Track,getMetadata,3,1,0
Plants-Vs-Zombies,javafx.scene.media,Track,Track,12,3,2
Plants-Vs-Zombies,javafx.scene.media,Track,toString,23,4,0
Plants-Vs-Zombies,javafx.scene.media,VideoTrack,getWidth,3,1,0
Plants-Vs-Zombies,javafx.scene.media,VideoTrack,getHeight,3,1,0
Plants-Vs-Zombies,javafx.scene.media,VideoTrack,VideoTrack,11,3,2
Plants-Vs-Zombies,javafx.scene.media,MediaException,errorCodeToType,22,6,1
Plants-Vs-Zombies,javafx.scene.media,MediaException,exceptionToMediaException,17,5,1
Plants-Vs-Zombies,javafx.scene.media,MediaException,haltException,3,1,1
Plants-Vs-Zombies,javafx.scene.media,MediaException,getMediaException,6,1,3
Plants-Vs-Zombies,javafx.scene.media,MediaException,MediaException,4,1,2
Plants-Vs-Zombies,javafx.scene.media,MediaException,MediaException,4,1,3
Plants-Vs-Zombies,javafx.scene.media,MediaException,MediaException,4,1,2
Plants-Vs-Zombies,javafx.scene.media,MediaException,getType,3,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaException,toString,6,3,0
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,retrieveJfxPlayer,5,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,clamp,11,3,3
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,clamp,11,3,3
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,getAudioEqualizer,15,4,0
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,MediaPlayer,26,3,1
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,registerListeners,21,4,0
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,init,48,7,0
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,run,19,2,0
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,setError,5,2,1
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,getError,3,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,errorProperty,3,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,errorPropertyImpl,19,3,0
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,invalidated,5,2,0
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,getBean,3,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,getName,3,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,setOnError,3,1,1
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,getOnError,3,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,onErrorProperty,19,3,0
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,invalidated,5,2,0
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,getBean,3,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,getName,3,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,getMedia,3,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,setAutoPlay,3,1,1
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,isAutoPlay,3,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,autoPlayProperty,22,3,0
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,invalidated,8,2,0
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,getBean,3,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,getName,3,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,play,12,3,0
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,pause,12,3,0
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,stop,14,3,0
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,setRate,3,1,1
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,getRate,3,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,rateProperty,28,5,0
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,invalidated,14,4,0
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,getBean,3,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,getName,3,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,setCurrentRate,3,1,1
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,getCurrentRate,3,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,currentRateProperty,3,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,currentRatePropertyImpl,6,2,0
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,setVolume,3,1,1
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,getVolume,3,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,volumeProperty,26,4,0
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,invalidated,12,3,0
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,getBean,3,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,getName,3,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,setBalance,3,1,1
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,getBalance,3,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,balanceProperty,26,4,0
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,invalidated,12,3,0
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,getBean,3,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,getName,3,1,0
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,calculateStartStopTimes,30,6,2
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,setStartStopTimes,18,5,4
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,setStartTime,3,1,1
Plants-Vs-Zombies,javafx.scene.media,MediaPlayer,getStartTime,3,1,0
